text,labels
how can I find information about opening standard accounts?,ACCOUNT
I'm tryimg to reset my user account pin code,ACCOUNT
wanna check the available payment options help me,PAYMENT
I want informatoin about the cancellation of my {{Account Type}} account,ACCOUNT
where can i see the methods for shipping,DELIVERY
i need help with swapping something of order {{Order Number}},ORDER
problem with {{Account Type}} account removals,ACCOUNT
help me to earn some of ur item,ORDER
I do not know how to track order {{Order Number}},ORDER
need assistance buying some items,ORDER
I need help seeing how long reimbursements usually take,REFUND
i dont have a bloody {{Account Category}} account yet i ened to open one,ACCOUNT
assistance seeing the methods for shipping,DELIVERY
I want to get a compensation,REFUND
I'm trying to report a problem with online payment,PAYMENT
could I edit my damn profile?,ACCOUNT
"I have to edit the info on my profile, how to do it?",ACCOUNT
help me see in what situations can i request my money back,REFUND
wanna check in wshat situations can i ask for a refund,REFUND
creating pro account,ACCOUNT
I cannot afford order {{Order Number}},ORDER
I don't know what I have to do to switch to the {{Account Type}} account,ACCOUNT
I'm waiting for a  compensation of {{Currency Symbol}}{{Refund Amount}},REFUND
I can't edit order {{Order Number}},ORDER
help me check the allowed payment methods,PAYMENT
I want assistance to see your money back policy,REFUND
I want assistance seeing when will my item arrive,DELIVERY
open a pro account,ACCOUNT
correct order {{Order Number}},ORDER
in which cases can I ask for my money back?,REFUND
want help seeing in what cases can i request a reimbursement,REFUND
"I have got to change to the standard account, I need help",ACCOUNT
changing information on pro account,ACCOUNT
shipmetns to {{Delivery City}},DELIVERY
I want assistance informing of a problem with bloody sign-up,ACCOUNT
where can i list ur accepted payment methods,PAYMENT
help me cancelling purchase {{Order Number}},ORDER
I have got to rfetrieve the key of my account,ACCOUNT
show me in which situations can I ask to be reimbursed,REFUND
"I have to check the shipping options, will you help me?",DELIVERY
where to inform of an issue with a sign-up?,ACCOUNT
can i retrieve my prfile pin code,ACCOUNT
could i see the ETA of the purchase {{Order Number}},ORDER
help to acquire a few of your item,ORDER
where do I order some items?,ORDER
editing data on {{Account Category}} acocunt,ACCOUNT
correct details on pro account,ACCOUNT
"I cannot afford my last item, how can I cancel the order?",ORDER
I don't knos how to check when my package is going to arrive,DELIVERY
cancel standard acount,ACCOUNT
correcting data on {{Account Category}} account,ACCOUNT
"I can no longer afford purchase {{Order Number}}, cancel it",ORDER
i have to see in what casescan i request a reimbursement,REFUND
correct information on gold account,ACCOUNT
update pro account,ACCOUNT
i want information about the deletion of my {{Account Type}} accounnt,ACCOUNT
"I want to check your payment methods, I need assistance",PAYMENT
I am having an isuse with my signup,ACCOUNT
do you ship  to {{Delivery Country}}?,DELIVERY
i do not know what to do to cancel purchase {{Order Number}},ORDER
I want help checking purchase {{Order Number}} status,ORDER
wanna check uf refund policy,REFUND
how to switch to the pro account,ACCOUNT
want help seeing what delivery options are there,DELIVERY
update info on {{Account Category}} account,ACCOUNT
need to create a {{Account Type}} account,ACCOUNT
can you help me cancel purchase {{Order Number}}?,ORDER
I have to check your available payment modalities,PAYMENT
do you shp to {{Delivery City}}?,DELIVERY
how to see how soon can I expect my goddamn product?,DELIVERY
check purchase {{Order Number}} status,ORDER
could you help me creating a new bloody freemium account?,ACCOUNT
question about cancelling purchase {{Order Number}},ORDER
need help shopping a few of ur item,ORDER
"I want too use the {{Account Type}} account, I need assistance",ACCOUNT
how could I inform of errors with payment?,PAYMENT
I call to check how long it takes for my parcel to  arrive,DELIVERY
I do not know how to notify of a signup error,ACCOUNT
I'm tying to see the ETA of purchase {{Order Number}},ORDER
I want to acquire several of your article,ORDER
can you help me to notify of an error with payment?,PAYMENT
I need help to report a payment problem,PAYMENT
need to remove the platinum account,ACCOUNT
help me canceling purchase {{Order Number}},ORDER
swap several articles of purchase {{Order Number}},ORDER
can uhelp me check how soon can i expect my article,DELIVERY
i dont know how i cqn report bloody sign-up issues,ACCOUNT
I don't know how to delete my {{Account Category}} account,ACCOUNT
"I need to swqap something of purchase {{Order Number}}, help me",ORDER
